"text","label"
"Chất lượng vải và chữ in ko giống trong hình, thậm chí chữ in rất xấu, nhưng với giá đó thì hàng nhận về vượt mong đợi","Positive"
"Tay mình gầy nên mặc hơi sấu","Negative"
"Sp rất đẹp","Positive"
"Phom áo dày dặn , rẻ đẹp","Positive"
"Em mua lần thứ 3 rồi, ko có gì phải chê cả😘","Positive"
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh","Positive"
"Thun co giãn tốt, có lỗ thông hơi, vải êm, mềm mại, sp y hình","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền tặng thêm quà đáng iu dã man hehe 🤣","Positive"
"Chất liệu mềm mịn đẹp","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Mua của shop mấy lần rồi chất lượng vẫn Ok","Positive"
"Shop giao cực nhanh, giá tốt","Positive"
"Đẹp hơn mong đợi, được tặng kèm đôi tất xinh","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh lc đầu mk nghĩ vì đồ rẻ nên chất lượng kmđc cao cho lắm nhưng khi nhận đc gàng mk rất ngạc nhiên đồ siêu đẹp","Positive"
"Đường may khá ổn, hơi dài hơn hình mẫu tý","Positive"
"Shop phục vụ rất kém","Negative"
"hợp với giá tiền, nhưng áo thun trắng vải khác và from nhỏ hơn so vs mình mua lần đầu nên hơi buồn","Negative"
"Đúng mẫu","Positive"
"Sản phẩm dẹp giá cả phải chăng đáng đồng tiền mua","Positive"
"Chất lượng ok Chất lượng sản phẩm tuyệt vời","Positive"
"Giá lại rẻ Chất lượng sản phẩm tuyệt vời","Positive"
"Shop chăm sóc KH tốt","Positive"
"Hàng max đẹp","Positive"
"Hơi yếu","Negative"
"Rất đẹp !!!","Positive"
"Áo bị lỗi quá","Negative"
"Dây dai dính khó mặc nhưng chấp nhận đc","Neutral"
"Áo đẹp, rất đáng tiền","Positive"
"Quần bị lỗi đường may một chút","Negative"
"không tốt lắm","Negative"
"Mình thanh toán bằng thẻ visa và đặt hàng","Neutral"
"Chất lượng sản phẩm tuyệt vời , Thời gian giao hàng rất nhanh","Positive"
"Vải mỏng mát, hợp cho mẹ sinh hè, hàng giống hình","Positive"
"Shop giao nhanh nữa","Positive"
"Áo đẹp, tôn body lắm ạ nhưng mặc vào bị dính lông trên người, em cũng ko để ý lắm đâu Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh","Positive"
"Vải đẹp","Positive"
"tạm","Positive"
"Áo giao cho mình bị vết bẩn gần tay áo mình giặt không ra","Negative"
"Thời gian giao hàng rất nhanh","Positive"
"Sẽ tiếp tục ủng hộ nè","Positive"
"Cuc tot","Positive"
"Chất lượng tốt,phí ship hơi cao với mua hai chiếc","Positive"
"Chất mát tớ mua đến 7 chiếc quần rồi á cho cả nhà luôn mặc rất mát ,chủ shop nhiệt tình nhẹ nhàng lắm ý ,iu bạn ý lắm ,sẽ ủng hộ b ý dài dài","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Len mỏng ko phải chất dầy dặn, dáng áo khá ok","Negative"
"Đẹp ạ nhỏ gọn xinh xắn","Positive"
"Chất lượng tạm","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh","Positive"
"Thời gian giao hàng nhanh","Positive"
"Lỗi sản phẩm 01 bộ bị rách vs lại bị thâm kim","Negative"
"Xin ban hang hay co tam 1 xiu","Negative"
"Quần chất đẹp, mềm mại","Positive"
"chất vải đẹp,mát","Positive"
"Thời gian giao hàng tạm được áo bị rách","Negative"
"Vải ok nhưng e 42kg mk mặt vừa k rộng","Neutral"
"Hàg vải mỏng thấy mặc ko đứng ngực","Neutral"
"M mặc hơi kích tí.chịu khó giảm kg thôi","Neutral"
"Áo siêu đẹp , dày, giống hìnhh","Positive"
"giao hang nhanh nhung ao thi chi co e ne 15 tuoi mac chu nguoi lon kg mac suoc qua nho so voi XL mau khac","Negative"
"Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Thời gian giao hàng nhanh","Positive"
"Đồ quá ưng luôn ạ","Positive"
"Hàng đẹp","Positive"
"Thank shop","Positive"
"Mua 5 cái nên shop có tặng cho cái quần nữa... áo đẹp ạ","Positive"
"Thân trước bị đùn rút vải","Negative"
"Hết hàng shop k báo mà vẫn gửi hàng,đã kẹp tiền bù vào","Neutral"
"Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Da bạn nào trắng mặc áo này sẽ rất đẹp, vải đẹp, đường may chắc chắn","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn hơi cộc so voi chiều cao của mh","Positive"
"Vải trơn, mỏng","Positive"
"Tuyệt vời từ giá cả tới khuyến mãi , cách đóng gói và vận chuyển","Positive"
"Áo được nhưng sao hình màu đen","Neutral"
"Mặc vừa xinh","Positive"
"Chiếm hết nguyên bàn tiệc lun.","Positive"
"Form không đẹp","Negative"
"Chất lượng cũng ko tồi","Neutral"
"Chất lượng sản phẩm tuyệt vời giá cả rẻ, áo đẹp","Positive"
"Giao hàng nhanh, đóng gói rất cẩn thận, sẽ ủng hộ shop dài dài ạ","Positive"
"Áo đẹp, mặc rất mát, giá cả cũng ok","Positive"
"Giao nhanh nhưng chưa biết hoa phát triển ntn","Positive"
"Hàng đẹp lắm ạ tuyệt vời yêu shop","Positive"
"Giao hàng châm","Negative"
"Mình luôn muốn xem khách chụp áo thật","Neutral"
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền","Positive"
"Cảm ơn admin, chủ shop bán thẻ nhé ạ","Neutral"
"Mih nhan dc roi,ao dep lam","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, trên vai thì hơi trật 1 chút","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền","Positive"
"Mỗi quần đong trong 1 gói riêng nên cảm thấy rất sạch sẽ","Positive"
"Ưng lắm nha shop 😍😍","Positive"
"Hàng đẹp như hình 💓💓💓","Positive"
"Màu áo k được đẹp như hình, tuy 2 lớp nhưg vải cũng k dày lắm, nhìn thấy cả hình bên mặt trong áo","Negative"
"Mặc vừa lun 👍🏻","Positive"
"Hàng đẹp y hình","Positive"
"Ngon","Positive"
"chất vải thích lắm mềm giãn nhẹ, hình in nét, in màu luôn ấy, lúc đầu mình sợ in dạng mũ vài hôm sợ, in kiểu này quá đã rồi, giặt cũng kg nhòe , ,😚😚 sẽ còn ủng hộc shop dài dài nè","Positive"
"Áo đẹp nhưng k như mong đợi lắm","Negative"
"Chất lượng sản phẩm rất kém Thời gian giao hàng chậm","Negative"
"Ko pik phải hàng thật ko","Neutral"
"Minh đặt màu đen mà giao màu trắng.. 😊😊😊","Negative"
"Hàng k giống hình, nhưng vải dầy, chất lượng ok","Neutral"
"Shop phục vụ kém, sim đã được kích hoạt trước nửa tháng, tuy nhiên không nói gì với khách hàng","Negative"
"Áo xinh lắm ạ 😍😍😍😍 Chất lượng sản phẩm tuyệt vời","Positive"
"Màu son đậm hơn mình nghĩ, chất son bám tốt","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Giao hàng hơi muộn xíu nhưng.chất đẹp mong lần sau shop ship nhanh chú","Positive"
"Đường may còn ẩu","Negative"
"K ưng ý với nhân viên giao hàng,thái độ nói chuyện k đc tốt","Negative"
"Em đánh giá 5 sao ủng hộ shop tiếp tục cố gắng ạ","Positive"
"Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời","Positive"
"Ao rất đẹp,se ung ho shop nữa","Positive"
"Chất lượng sản phẩm tam dc","Neutral"
"ao mac rat miem mai rat thich, Chất lượng sản phẩm tuyệt vời","Positive"
"Váy đẹp..như hình..chị chủ shop vô cùng nhiệt tình dễ thương..😍😍","Positive"
"Áo đẹp, vải thích lắm","Positive"
"Áo đẹp khỏi chê vào đâu lun <3 Cj shop tư vấn nhiệt tình lm ak","Positive"
"Nói tóm gọn cho nhanh","Neutral"
"đẹp❤️","Positive"
"Vải hơi thô nhưng không sao đẹp chất lượng ok","Positive"
"rất hài lòng","Positive"
"Dam i nhu hinh","Neutral"
"Rất đáng tiền","Positive"
"Vải ok, đừơng may tốt, chỉ có cái cổ xẻ sâu quá","Positive"
"Mình mua của shop này tổng cộng 7 sản phẩm 1 lúc, nhưng chất lượng đều kém, các áo đều freesize nhưng đều bé tí không hề rộng rãi giống ảnh","Negative"
"Hiuhiu","Negative"
"Thơm,ngon,tự nhiên","Positive"
"Chất lượng sản phẩm tuyệt vờI","Positive"
"Còn được tặng đồ buột tóc nữa...rất là ưng","Positive"
"Đặt be giao màu cà phê sữa","Negative"
"Mua 2 cái và 2 chất vải khác nhau","Neutral"
"Khăn thì ok nhưng giao màu gì tối thui","Negative"
"Sản phảm rất đẹp va tốt lắm","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền","Positive"
"Đặt hàng lần 3, rất ưng ạ","Positive"
"Shipper nói chuyện hoà đồng, cư xử tử tế Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Cực thích","Positive"
"Rất hài lòng cả 2 lần mua hàng","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh","Positive"
"Mua hàng ở shop k bao giờ phải lo về chất lượng giá cả","Positive"
"Áo ở ngoài đẹp lắm ạ, chất vải ok","Positive"
"Mình rất ưng","Positive"
"Áo lỗi","Negative"
"Trời ơi bỏ tiền ra mua ma lam như xin z","Negative"
"Làm ăn rất bố láo","Negative"
"Chất liệu tốt hàng rất đẹp","Positive"
"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời, tiếc là k có màu hồng như tôi thích","Positive"
"Giao hàng chậm , chất lượng OK","Neutral"
"Chủ shop rất dễ thương soạn hàng xong còn gửi cho mình xem xác nhận giao hàng nhanh đồ đẹp giá ok ❤️ sẽ mua tiếp của shop","Positive"
"Sz S mà quá rộng","Negative"
"quá thích luôn ạ!!!!","Positive"
"Hàng đẹp","Positive"
"Mong Do sẽ tiếp tục phát triển","Positive"
"Áo vải dày hơn em nghĩ <3 size to <3 màu đậm hơn so vs hinh thật TT mà shop ship lộn màu cho em rồi nên 4 sao nhé shop","Positive"
"Vải rất dày","Neutral"
"Đánh lên mắt cũng rất ok, đáng tiền, sẽ lại ủng hộ shop","Positive"
"Eo Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời","Positive"
"Do vậy nếu ăn uống sẽ phải đánh lại","Neutral"
"Áo bên shop đẹp lắm...mh rất ưng yk... sẽ ủng hộ shop nhiều hơn nữa 💖💖💖💖💖","Positive"
"Đặt M nhưng giao size S","Negative"
"Dáng đẹp nhưng m gầy mặc bị rộng vải này với mình là nóng còn các bạn khác mình k biết vẫn cho shop 5sao vì nc dễ thương chúc shop buôn may bán đắt nhé","Neutral"
"Thời gian giao hàng rấtnhanh, h Rất đáng tiền","Positive"
"Dáng váy và chất vải khá đẹp","Positive"
"Hàng đẹp Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Hình sao hàng vậy 😍👏🏻👏🏻","Positive"
"Quá đẹppppp","Positive"
"Phù hợp giá tiền","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Tuyệt vời","Positive"
"Màu nhìn ngoài đậm hơn trên ảnh nhiều, nhưng chất đẹp mịn, đáng tiền","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Shop phục vụ rất kém, Thái độ dv kém","Negative"
"Vãi hơi mỏng","Neutral"
"So voi số tiền bỏ ra thì tạm chấp nhận dc","Positive"
"Quần lót có cái có vải mịn ở trong có cái ko có","Negative"
"Chất lượng sản phẩm tuyệt vời, tẩy sạch vết bẩn lâu ngày","Positive"
"Rất đáng tiền","Positive"
"Ở ngoài vàng vàng bẩn bẩn","Negative"
"Chất lượng sản phẩm tuyệt vời, mình lười chụp hình quá, nhưng rất cả những mẫu mình đặt về rất ưng nhé","Positive"
"Hàng ok lắm m.n","Positive"
"Không tiết kiệm gì","Negative"
"Mỏng quá, k biết thơm đc bao lâu đây 😅","Neutral"
"Chỉ có phí vận chuyển hơi cao","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt","Positive"
"Thế sợ bể ly mà ko sợ hỏng sữa hả shop?","Negative"
"K hài lòng cho lắm","Negative"
"Chưa khuôi dùng","Neutral"
"Đặt size s lấy cho size m","Negative"
"Sản phẩm được","Positive"
"Áo quá đẹp luôn","Positive"
"Thời gian giao hàng rất nhanh","Positive"
"Áo bị lỗi và rách","Negative"
"Áo rách","Negative"
"Màu hơi tối so với hình nk Thời gian giao hàng rất nhanh","Positive"
"Thời gian giao hàng rất nhanh","Positive"
"Shop tư vấn nhiệt tình","Positive"
"Áo đẹp nên mua áo Sri lớn bầu áo hơi nhỏ","Negative"
"Không sạc được","Negative"
"Chỉ tiếc túi hơi bị móp nhưng vẫn đẹp lắm ạ","Positive"
"Đẹp độc lạ chuẩn luôn","Positive"
"Chất vải xaua không thể chấp nhận đuoc","Negative"
"Chất vãi tuyệt vời so với giá","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Chất lượng rất kém","Negative"
"Nên mua, đi rất êm chân","Positive"
"Cũng đc , nhưng hơi ngắn","Neutral"
"Chủ hàng rất nhẹ nhàng và nhiệt tình","Positive"
"Nói free size mà giao 2 cai size S nhỏ xiu ko mặc duoc cai nao , chán","Negative"
"Rất đáng tiền","Positive"
"Giao 2 cái đen, trắng","Neutral"
"Áo k mỏng cũng k quá dày,cắt may đẹp.chỉ mỗi tội shop k ghi rõ size trẻ em để khách lựa.con m 24kg mà đã kêu trừ hao lấy size 25kg nhưng hơi chật,size 5 này chỉ 22kg đổ lại thôi.còn size 3 là ok","Neutral"
"Em là nam k biết dùng có hiệu quả k","Neutral"
"Vải dày dặn","Positive"
"Cặp dáng xấu","Negative"
"Hàng thật không giống với hình ảnh đưa lên","Negative"
"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Rất đáng tiền","Positive"
"Đánh giá 6* nhé","Positive"
"Nên cho 5 ☆","Positive"
"Shop phục vụ rất tốt /// banh và muối ngon riêng bánh tráng kg miếng hơi nát chẳng ăn được bao nhiêu .. vẫn tặng shop 5 sao","Positive"
"Chĩ Mây dễ thương, tư vấn nhiệt tình lắm luôn","Positive"
"Yên tâm mua hàng đi nè m.n","Neutral"
"Vải k ưng ý lắm","Negative"
"Buồn là shop giao nhầm màu áo nỉ bông cho mình r mình báo shop là xanh than nhưng shop đưa xanh rêu mình k mặc hợp","Negative"
"Ra phố ai cũng hỏi phải áo real ko","Positive"
"Thành ra phải đi đâp lại nữa","Negative"
"Tem thì ghi son ""nịnh môi"", dán trực tiếp lên nắp bóc ra để ra xài nhìn thật nham nhở, màu thì tạm ổ","Negative"
"Chất lượng sản phẩm tốt, mua 5 áo rui, giá wá rẻ so với chất lượng, sẽ tiếp tục ủng hộ shop","Positive"
"Tất đẹp, chất tốt, vận chuyển nhanh","Positive"
